period,client_id,service_line,man_hours_billed,external_production_cost,internal_cost_per_hour
2024-10-01,SMS-1130,Digital Strategy,47,0,350000
2024-10-01,SMS-1131,Digital Strategy,155,0,350000
2024-10-01,SMS-1132,Digital Strategy,26,0,350000
2024-10-01,SMS-1132,Media Performance,20,0,350000
2024-10-01,SMS-1134,Media Performance,17,0,350000
2024-10-01,SMS-1135,Digital Strategy,58,0,350000
2024-10-01,SMS-1135,Media Performance,58,0,350000
2024-10-01,SMS-1136,Digital Strategy,70,0,350000
2024-10-01,SMS-1136,Media Performance,60,0,350000
2024-10-01,SMS-1137,Creative Production,30,14757525,350000
2024-10-01,SMS-1139,Creative Production,56,24576075,350000
2024-10-01,SMS-1139,Digital Strategy,66,0,350000
2024-10-01,SMS-1140,Creative Production,183,104838861,350000
2024-10-01,SMS-1141,Creative Production,39,6241198,350000
2024-10-01,SMS-1142,Media Performance,17,0,350000
2024-10-01,SMS-1142,Digital Strategy,21,0,350000
2024-10-01,SMS-1143,Media Performance,27,0,350000
2024-10-01,SMS-1143,Creative Production,23,15345214,350000
2024-10-01,SMS-1144,Creative Production,246,86648905,350000
2024-10-01,SMS-1144,Digital Strategy,122,0,350000
2024-10-01,SMS-1145,Media Performance,18,0,350000
2024-10-01,SMS-1146,Media Performance,62,0,350000
2024-10-01,SMS-1147,Media Performance,131,0,350000
2024-10-01,SMS-1147,Creative Production,169,98588840,350000
2024-10-01,SMS-1148,Creative Production,98,25831146,350000
2024-10-01,SMS-1149,Creative Production,60,14345465,350000
2024-11-01,SMS-1000,Media Performance,28,0,350000
2024-11-01,SMS-1001,Digital Strategy,20,0,350000
2024-11-01,SMS-1001,Media Performance,26,0,350000
2024-11-01,SMS-1002,Creative Production,25,13820904,350000
2024-11-01,SMS-1003,Creative Production,29,8163469,350000
2024-11-01,SMS-1004,Media Performance,19,0,350000
2024-11-01,SMS-1004,Creative Production,23,16686073,350000
2024-11-01,SMS-1005,Media Performance,52,0,350000
2024-11-01,SMS-1005,Creative Production,95,32055950,350000
2024-11-01,SMS-1006,Digital Strategy,28,0,350000
2024-11-01,SMS-1007,Digital Strategy,182,0,350000
2024-11-01,SMS-1009,Creative Production,57,37516916,350000
2024-11-01,SMS-1010,Creative Production,57,29714124,350000
2024-11-01,SMS-1010,Media Performance,74,0,350000
2024-11-01,SMS-1012,Media Performance,65,0,350000
2024-11-01,SMS-1013,Media Performance,12,0,350000
2024-11-01,SMS-1014,Creative Production,33,15102296,350000
2024-11-01,SMS-1016,Creative Production,39,13147191,350000
2024-11-01,SMS-1016,Media Performance,16,0,350000
2024-11-01,SMS-1017,Creative Production,103,18107066,350000
2024-11-01,SMS-1017,Media Performance,63,0,350000
2024-11-01,SMS-1018,Digital Strategy,38,0,350000
2024-11-01,SMS-1019,Media Performance,60,0,350000
2024-11-01,SMS-1021,Creative Production,39,8621029,350000
2024-11-01,SMS-1022,Digital Strategy,16,0,350000
2024-11-01,SMS-1023,Media Performance,13,0,350000
2024-11-01,SMS-1024,Digital Strategy,22,0,350000
2024-11-01,SMS-1025,Creative Production,96,22224615,350000
2024-11-01,SMS-1026,Media Performance,69,0,350000
2024-11-01,SMS-1026,Digital Strategy,45,0,350000
2024-11-01,SMS-1027,Media Performance,63,0,350000
2024-11-01,SMS-1028,Digital Strategy,54,0,350000
2024-11-01,SMS-1029,Digital Strategy,44,0,350000
2024-11-01,SMS-1029,Media Performance,71,0,350000
2024-11-01,SMS-1030,Digital Strategy,39,0,350000
2024-11-01,SMS-1031,Creative Production,62,30870604,350000
2024-11-01,SMS-1032,Digital Strategy,53,0,350000
2024-11-01,SMS-1034,Digital Strategy,65,0,350000
2024-11-01,SMS-1035,Digital Strategy,38,0,350000
2024-11-01,SMS-1035,Media Performance,62,0,350000
2024-11-01,SMS-1037,Creative Production,201,115394335,350000
2024-11-01,SMS-1038,Digital Strategy,73,0,350000
2024-11-01,SMS-1040,Creative Production,39,11581808,350000
2024-11-01,SMS-1041,Digital Strategy,44,0,350000
2024-11-01,SMS-1042,Creative Production,75,29910796,350000
2024-11-01,SMS-1043,Digital Strategy,16,0,350000
2024-11-01,SMS-1044,Creative Production,99,22079088,350000
2024-11-01,SMS-1044,Media Performance,45,0,350000
2024-11-01,SMS-1045,Media Performance,39,0,350000
2024-11-01,SMS-1045,Creative Production,60,43070844,350000
2024-11-01,SMS-1046,Digital Strategy,70,0,350000
2024-11-01,SMS-1047,Creative Production,65,22973639,350000
2024-11-01,SMS-1048,Creative Production,56,40163845,350000
2024-11-01,SMS-1049,Digital Strategy,43,0,350000
2024-11-01,SMS-1049,Media Performance,69,0,350000
2024-11-01,SMS-1050,Digital Strategy,70,0,350000
2024-11-01,SMS-1051,Creative Production,257,82724847,350000
2024-11-01,SMS-1053,Media Performance,62,0,350000
2024-11-01,SMS-1054,Media Performance,21,0,350000
2024-11-01,SMS-1055,Media Performance,57,0,350000
2024-11-01,SMS-1056,Digital Strategy,158,0,350000
2024-11-01,SMS-1057,Creative Production,21,14785855,350000
2024-11-01,SMS-1058,Media Performance,42,0,350000
2024-11-01,SMS-1059,Creative Production,206,72516300,350000
2024-11-01,SMS-1060,Media Performance,15,0,350000
2024-11-01,SMS-1061,Media Performance,23,0,350000
2024-11-01,SMS-1061,Digital Strategy,21,0,350000
2024-11-01,SMS-1062,Media Performance,56,0,350000
2024-11-01,SMS-1062,Creative Production,49,43322342,350000
2024-11-01,SMS-1063,Digital Strategy,15,0,350000
2024-11-01,SMS-1066,Media Performance,53,0,350000
2024-11-01,SMS-1067,Digital Strategy,64,0,350000
2024-11-01,SMS-1068,Media Performance,25,0,350000
2024-11-01,SMS-1069,Digital Strategy,21,0,350000
2024-11-01,SMS-1069,Media Performance,22,0,350000
2024-11-01,SMS-1070,Digital Strategy,45,0,350000
2024-11-01,SMS-1072,Media Performance,15,0,350000
2024-11-01,SMS-1072,Creative Production,30,6614324,350000
2024-11-01,SMS-1073,Creative Production,30,12037736,350000
2024-11-01,SMS-1074,Creative Production,57,31201422,350000
2024-11-01,SMS-1075,Digital Strategy,37,0,350000
2024-11-01,SMS-1076,Media Performance,27,0,350000
2024-11-01,SMS-1077,Creative Production,75,37740400,350000
2024-11-01,SMS-1078,Media Performance,57,0,350000
2024-11-01,SMS-1079,Digital Strategy,51,0,350000
2024-11-01,SMS-1080,Media Performance,62,0,350000
2024-11-01,SMS-1081,Digital Strategy,28,0,350000
2024-11-01,SMS-1082,Digital Strategy,36,0,350000
2024-11-01,SMS-1082,Media Performance,64,0,350000
2024-11-01,SMS-1083,Digital Strategy,20,0,350000
2024-11-01,SMS-1084,Creative Production,32,15949125,350000
2024-11-01,SMS-1086,Digital Strategy,17,0,350000
2024-11-01,SMS-1086,Media Performance,13,0,350000
2024-11-01,SMS-1087,Creative Production,75,32488962,350000
2024-11-01,SMS-1087,Media Performance,69,0,350000
2024-11-01,SMS-1088,Creative Production,88,41087198,350000
2024-11-01,SMS-1088,Media Performance,72,0,350000
2024-11-01,SMS-1089,Media Performance,150,0,350000
2024-11-01,SMS-1089,Digital Strategy,103,0,350000
2024-11-01,SMS-1090,Creative Production,171,65907187,350000
2024-11-01,SMS-1091,Media Performance,56,0,350000
2024-11-01,SMS-1091,Digital Strategy,65,0,350000
2024-11-01,SMS-1092,Creative Production,56,35290447,350000
2024-11-01,SMS-1093,Creative Production,91,34524676,350000
2024-11-01,SMS-1094,Media Performance,27,0,350000
2024-11-01,SMS-1095,Creative Production,81,27592210,350000
2024-11-01,SMS-1096,Creative Production,23,8760517,350000
2024-11-01,SMS-1097,Media Performance,14,0,350000
2024-11-01,SMS-1098,Media Performance,12,0,350000
2024-11-01,SMS-1099,Digital Strategy,54,0,350000
2024-11-01,SMS-1099,Media Performance,40,0,350000
2024-11-01,SMS-1100,Creative Production,53,20296306,350000
2024-11-01,SMS-1100,Media Performance,65,0,350000
2024-11-01,SMS-1101,Creative Production,173,52607155,350000
2024-11-01,SMS-1102,Creative Production,40,10711045,350000
2024-11-01,SMS-1104,Digital Strategy,38,0,350000
2024-11-01,SMS-1104,Media Performance,63,0,350000
2024-11-01,SMS-1105,Media Performance,47,0,350000
2024-11-01,SMS-1106,Media Performance,168,0,350000
2024-11-01,SMS-1107,Media Performance,50,0,350000
2024-11-01,SMS-1107,Creative Production,96,32832327,350000
2024-11-01,SMS-1108,Digital Strategy,56,0,350000
2024-11-01,SMS-1109,Creative Production,259,58003397,350000
2024-11-01,SMS-1110,Creative Production,18,15598388,350000
2024-11-01,SMS-1110,Digital Strategy,25,0,350000
2024-11-01,SMS-1111,Creative Production,162,69288336,350000
2024-11-01,SMS-1112,Creative Production,74,35394065,350000
2024-11-01,SMS-1113,Digital Strategy,73,0,350000
2024-11-01,SMS-1113,Media Performance,43,0,350000
2024-11-01,SMS-1114,Creative Production,51,31346304,350000
2024-11-01,SMS-1115,Digital Strategy,15,0,350000
2024-11-01,SMS-1115,Creative Production,25,12375740,350000
2024-11-01,SMS-1116,Creative Production,77,32147853,350000
2024-11-01,SMS-1117,Digital Strategy,36,0,350000
2024-11-01,SMS-1118,Digital Strategy,53,0,350000
2024-11-01,SMS-1118,Media Performance,59,0,350000
2024-11-01,SMS-1119,Creative Production,201,86622187,350000
2024-11-01,SMS-1121,Digital Strategy,166,0,350000
2024-11-01,SMS-1121,Media Performance,172,0,350000
2024-11-01,SMS-1122,Digital Strategy,27,0,350000
2024-11-01,SMS-1122,Creative Production,35,7917993,350000
2024-11-01,SMS-1123,Digital Strategy,64,0,350000
2024-11-01,SMS-1123,Creative Production,77,45761152,350000
2024-11-01,SMS-1124,Creative Production,248,81290622,350000
2024-11-01,SMS-1124,Digital Strategy,175,0,350000
2024-11-01,SMS-1125,Digital Strategy,41,0,350000
2024-11-01,SMS-1126,Digital Strategy,111,0,350000
2024-11-01,SMS-1127,Media Performance,22,0,350000
2024-11-01,SMS-1127,Digital Strategy,20,0,350000
2024-11-01,SMS-1129,Digital Strategy,26,0,350000
2024-11-01,SMS-1130,Digital Strategy,70,0,350000
2024-11-01,SMS-1131,Digital Strategy,103,0,350000
2024-11-01,SMS-1132,Creative Production,40,5718033,350000
2024-11-01,SMS-1134,Digital Strategy,21,0,350000
2024-11-01,SMS-1134,Media Performance,12,0,350000
2024-11-01,SMS-1135,Digital Strategy,51,0,350000
2024-11-01,SMS-1135,Media Performance,38,0,350000
2024-11-01,SMS-1136,Creative Production,49,21797573,350000
2024-11-01,SMS-1137,Digital Strategy,27,0,350000
2024-11-01,SMS-1139,Creative Production,50,38605953,350000
2024-11-01,SMS-1139,Digital Strategy,69,0,350000
2024-11-01,SMS-1140,Digital Strategy,183,0,350000
2024-11-01,SMS-1141,Digital Strategy,22,0,350000
2024-11-01,SMS-1142,Creative Production,28,7928392,350000
2024-11-01,SMS-1142,Media Performance,23,0,350000
2024-11-01,SMS-1143,Media Performance,19,0,350000
2024-11-01,SMS-1144,Digital Strategy,186,0,350000
2024-11-01,SMS-1145,Media Performance,22,0,350000
2024-11-01,SMS-1145,Digital Strategy,28,0,350000
2024-11-01,SMS-1146,Media Performance,53,0,350000
2024-11-01,SMS-1147,Digital Strategy,101,0,350000
2024-11-01,SMS-1148,Media Performance,44,0,350000
2024-11-01,SMS-1149,Digital Strategy,70,0,350000
2024-11-01,SMS-1149,Media Performance,67,0,350000
2024-12-01,SMS-1000,Digital Strategy,28,0,350000
2024-12-01,SMS-1001,Creative Production,37,17911306,350000
2024-12-01,SMS-1002,Creative Production,22,9384145,350000
2024-12-01,SMS-1003,Creative Production,28,10931891,350000
2024-12-01,SMS-1004,Digital Strategy,25,0,350000
2024-12-01,SMS-1005,Media Performance,47,0,350000
2024-12-01,SMS-1005,Digital Strategy,46,0,350000
2024-12-01,SMS-1006,Creative Production,23,11862458,350000
2024-12-01,SMS-1007,Digital Strategy,141,0,350000
2024-12-01,SMS-1009,Creative Production,49,27565207,350000
2024-12-01,SMS-1010,Creative Production,96,35365104,350000
2024-12-01,SMS-1010,Media Performance,44,0,350000
2024-12-01,SMS-1012,Media Performance,49,0,350000
2024-12-01,SMS-1013,Creative Production,35,10770616,350000
2024-12-01,SMS-1014,Media Performance,21,0,350000
2024-12-01,SMS-1014,Digital Strategy,16,0,350000
2024-12-01,SMS-1016,Media Performance,16,0,350000
2024-12-01,SMS-1017,Creative Production,98,36768704,350000
2024-12-01,SMS-1018,Digital Strategy,62,0,350000
2024-12-01,SMS-1019,Digital Strategy,65,0,350000
2024-12-01,SMS-1019,Creative Production,51,39458186,350000
2024-12-01,SMS-1021,Media Performance,19,0,350000
2024-12-01,SMS-1022,Digital Strategy,27,0,350000
2024-12-01,SMS-1023,Creative Production,18,10657144,350000
2024-12-01,SMS-1024,Digital Strategy,19,0,350000
2024-12-01,SMS-1025,Creative Production,67,28923416,350000
2024-12-01,SMS-1026,Media Performance,73,0,350000
2024-12-01,SMS-1027,Creative Production,91,22738955,350000
2024-12-01,SMS-1027,Media Performance,47,0,350000
2024-12-01,SMS-1028,Creative Production,74,32585545,350000
2024-12-01,SMS-1029,Media Performance,68,0,350000
2024-12-01,SMS-1029,Digital Strategy,64,0,350000
2024-12-01,SMS-1030,Creative Production,65,41521878,350000
2024-12-01,SMS-1031,Media Performance,39,0,350000
2024-12-01,SMS-1031,Creative Production,96,42256785,350000
2024-12-01,SMS-1032,Media Performance,68,0,350000
2024-12-01,SMS-1034,Digital Strategy,42,0,350000
2024-12-01,SMS-1034,Creative Production,89,21180519,350000
2024-12-01,SMS-1035,Digital Strategy,46,0,350000
2024-12-01,SMS-1037,Digital Strategy,160,0,350000
2024-12-01,SMS-1038,Media Performance,52,0,350000
2024-12-01,SMS-1040,Digital Strategy,22,0,350000
2024-12-01,SMS-1040,Media Performance,27,0,350000
2024-12-01,SMS-1041,Creative Production,58,19875143,350000
2024-12-01,SMS-1041,Media Performance,52,0,350000
2024-12-01,SMS-1042,Digital Strategy,58,0,350000
2024-12-01,SMS-1043,Digital Strategy,26,0,350000
2024-12-01,SMS-1043,Creative Production,21,19272143,350000
2024-12-01,SMS-1044,Digital Strategy,54,0,350000
2024-12-01,SMS-1044,Creative Production,75,43665892,350000
2024-12-01,SMS-1045,Media Performance,64,0,350000
2024-12-01,SMS-1046,Digital Strategy,58,0,350000
2024-12-01,SMS-1047,Digital Strategy,60,0,350000
2024-12-01,SMS-1047,Creative Production,57,35091888,350000
2024-12-01,SMS-1048,Creative Production,75,29835695,350000
2024-12-01,SMS-1048,Digital Strategy,70,0,350000
2024-12-01,SMS-1049,Media Performance,68,0,350000
2024-12-01,SMS-1050,Digital Strategy,64,0,350000
2024-12-01,SMS-1051,Media Performance,106,0,350000
2024-12-01,SMS-1053,Digital Strategy,47,0,350000
2024-12-01,SMS-1054,Digital Strategy,24,0,350000
2024-12-01,SMS-1055,Media Performance,42,0,350000
2024-12-01,SMS-1056,Media Performance,131,0,350000
2024-12-01,SMS-1056,Digital Strategy,132,0,350000
2024-12-01,SMS-1057,Creative Production,37,7858520,350000
2024-12-01,SMS-1058,Digital Strategy,48,0,350000
2024-12-01,SMS-1060,Creative Production,39,9865135,350000
2024-12-01,SMS-1060,Digital Strategy,12,0,350000
2024-12-01,SMS-1061,Digital Strategy,13,0,350000
2024-12-01,SMS-1061,Creative Production,39,13016020,350000
2024-12-01,SMS-1062,Media Performance,57,0,350000
2024-12-01,SMS-1062,Digital Strategy,51,0,350000
2024-12-01,SMS-1063,Creative Production,40,6160854,350000
2024-12-01,SMS-1063,Media Performance,21,0,350000
2024-12-01,SMS-1066,Digital Strategy,71,0,350000
2024-12-01,SMS-1066,Media Performance,45,0,350000
2024-12-01,SMS-1067,Creative Production,49,40839151,350000
2024-12-01,SMS-1068,Media Performance,22,0,350000
2024-12-01,SMS-1069,Media Performance,18,0,350000
2024-12-01,SMS-1069,Digital Strategy,27,0,350000
2024-12-01,SMS-1070,Media Performance,64,0,350000
2024-12-01,SMS-1072,Creative Production,36,11153998,350000
2024-12-01,SMS-1073,Creative Production,21,11323085,350000
2024-12-01,SMS-1074,Media Performance,35,0,350000
2024-12-01,SMS-1074,Creative Production,64,45698829,350000
2024-12-01,SMS-1075,Media Performance,63,0,350000
2024-12-01,SMS-1075,Digital Strategy,48,0,350000
2024-12-01,SMS-1076,Media Performance,23,0,350000
2024-12-01,SMS-1077,Creative Production,95,38099954,350000
2024-12-01,SMS-1078,Digital Strategy,46,0,350000
2024-12-01,SMS-1079,Media Performance,47,0,350000
2024-12-01,SMS-1080,Creative Production,95,50626433,350000
2024-12-01,SMS-1081,Digital Strategy,21,0,350000
2024-12-01,SMS-1082,Creative Production,54,14725139,350000
2024-12-01,SMS-1083,Creative Production,39,16183018,350000
2024-12-01,SMS-1083,Media Performance,16,0,350000
2024-12-01,SMS-1084,Media Performance,17,0,350000
2024-12-01,SMS-1086,Media Performance,19,0,350000
2024-12-01,SMS-1087,Creative Production,75,24324138,350000
2024-12-01,SMS-1088,Digital Strategy,53,0,350000
2024-12-01,SMS-1089,Media Performance,127,0,350000
2024-12-01,SMS-1089,Creative Production,159,51627645,350000
2024-12-01,SMS-1090,Creative Production,204,53056825,350000
2024-12-01,SMS-1091,Media Performance,69,0,350000
2024-12-01,SMS-1091,Creative Production,64,31147320,350000
2024-12-01,SMS-1092,Creative Production,92,23901886,350000
2024-12-01,SMS-1092,Media Performance,42,0,350000
2024-12-01,SMS-1093,Digital Strategy,52,0,350000
2024-12-01,SMS-1094,Creative Production,23,12320826,350000
2024-12-01,SMS-1095,Digital Strategy,43,0,350000
2024-12-01,SMS-1095,Creative Production,77,33492203,350000
2024-12-01,SMS-1096,Media Performance,20,0,350000
2024-12-01,SMS-1097,Creative Production,36,9778691,350000
2024-12-01,SMS-1097,Media Performance,23,0,350000
2024-12-01,SMS-1098,Creative Production,23,8820720,350000
2024-12-01,SMS-1099,Digital Strategy,55,0,350000
2024-12-01,SMS-1100,Digital Strategy,42,0,350000
2024-12-01,SMS-1100,Media Performance,52,0,350000
2024-12-01,SMS-1101,Creative Production,159,125044778,350000
2024-12-01,SMS-1102,Creative Production,35,14666740,350000
2024-12-01,SMS-1104,Digital Strategy,68,0,350000
2024-12-01,SMS-1104,Media Performance,74,0,350000
2024-12-01,SMS-1105,Digital Strategy,55,0,350000
2024-12-01,SMS-1105,Media Performance,44,0,350000
2024-12-01,SMS-1106,Creative Production,160,130031337,350000
2024-12-01,SMS-1107,Creative Production,84,33337004,350000
2024-12-01,SMS-1107,Digital Strategy,41,0,350000
2024-12-01,SMS-1108,Media Performance,45,0,350000
2024-12-01,SMS-1109,Creative Production,199,84622041,350000
2024-12-01,SMS-1110,Creative Production,19,10203501,350000
2024-12-01,SMS-1110,Media Performance,26,0,350000
2024-12-01,SMS-1111,Digital Strategy,132,0,350000
2024-12-01,SMS-1112,Creative Production,54,31730438,350000
2024-12-01,SMS-1113,Creative Production,67,37503944,350000
2024-12-01,SMS-1114,Media Performance,38,0,350000
2024-12-01,SMS-1115,Media Performance,23,0,350000
2024-12-01,SMS-1116,Creative Production,61,25996447,350000
2024-12-01,SMS-1117,Media Performance,55,0,350000
2024-12-01,SMS-1117,Digital Strategy,66,0,350000
2024-12-01,SMS-1118,Creative Production,103,37524174,350000
2024-12-01,SMS-1119,Digital Strategy,165,0,350000
2024-12-01,SMS-1121,Creative Production,154,71542038,350000
2024-12-01,SMS-1122,Creative Production,33,12061384,350000
2024-12-01,SMS-1122,Digital Strategy,12,0,350000
2024-12-01,SMS-1123,Digital Strategy,57,0,350000
2024-12-01,SMS-1124,Media Performance,101,0,350000
2024-12-01,SMS-1125,Media Performance,72,0,350000
2024-12-01,SMS-1126,Media Performance,117,0,350000
2024-12-01,SMS-1127,Media Performance,13,0,350000
2024-12-01,SMS-1129,Creative Production,16,12463084,350000
2024-12-01,SMS-1130,Digital Strategy,52,0,350000
2024-12-01,SMS-1131,Digital Strategy,148,0,350000
2024-12-01,SMS-1131,Media Performance,151,0,350000
2024-12-01,SMS-1132,Digital Strategy,24,0,350000
2024-12-01,SMS-1134,Creative Production,21,6717559,350000
2024-12-01,SMS-1135,Creative Production,85,26024201,350000
2024-12-01,SMS-1135,Digital Strategy,46,0,350000
2024-12-01,SMS-1136,Media Performance,58,0,350000
2024-12-01,SMS-1136,Creative Production,74,37664283,350000
